City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
241,hambantota,6.1241,81.1185,23.189999999999998,100,75,1.03,LK,1675046759
242,hutchinson,38.0608,-97.9298,-10.149999999999977,65,100,4.63,US,1675046759
243,coquimbo,-29.9533,-71.3436,15.850000000000023,88,0,2.57,CL,1675046759
244,lappeenranta,61.0587,28.1887,0.4500000000000455,99,100,5.66,FI,1675046500
245,sechura,-5.5569,-80.8222,23.340000000000032,70,9,4.75,PE,1675046760
246,cortes,41.9395,-1.4396,2.0300000000000296,81,100,2.65,ES,1675046760
247,marigot,18.0667,-63.0833,24.879999999999995,78,20,5.66,MF,1675046760
248,riyadh,24.6877,46.7219,11.080000000000041,45,3,2.4,SA,1675046501
249,bethel,41.3712,-73.414,8.050000000000011,68,0,3.09,US,1675046761
250,bengkulu,-3.8004,102.2655,28.640000000000043,66,100,1.22,ID,1675046762
251,stepnogorsk,52.3544,71.8869,-19.00999999999999,97,10,4.25,KZ,1675046762
252,camacha,33.0833,-16.3333,12.680000000000007,62,40,2.57,PT,1675046763
253,dwarka,22.2394,68.9678,19.0,50,0,4.65,IN,1675046763
254,husavik,66.0449,-17.3389,-5.069999999999993,74,100,6.01,IS,1675046764
255,belyy yar,53.6039,91.3903,-7.060000000000002,78,0,5.0,RU,1675046764
256,merzifon,40.8733,35.4631,-0.2999999999999545,93,75,0.0,TR,1675046764
257,kaitangata,-46.2817,169.8464,16.930000000000007,79,100,3.56,NZ,1675046705
258,ponta do sol,32.6667,-17.1,14.840000000000032,61,59,3.08,PT,1675046765
259,lagoa,39.05,-27.9833,14.28000000000003,72,80,6.75,PT,1675046765
260,samarai,-10.6167,150.6667,29.29000000000002,73,27,4.08,PG,1675046766
261,awbari,26.5921,12.7805,6.490000000000009,34,23,3.05,LY,1675046766
262,garissa,-0.4536,39.6401,22.720000000000027,77,33,2.05,KE,1675046767
263,avarua,-21.2078,-159.775,22.03000000000003,100,100,6.69,CK,1675046767
264,laon,49.5667,3.6667,3.400000000000034,93,100,5.87,FR,1675046768
265,komsomolskiy,40.4272,71.7189,-1.599999999999966,80,100,1.03,UZ,1675046768
266,thinadhoo,0.5333,72.9333,27.120000000000005,74,98,2.35,MV,1675046768
267,puerto narino,-3.7703,-70.3831,22.140000000000043,98,100,0.89,CO,1675046769
268,poltavka,54.3663,71.7632,-20.399999999999977,99,7,3.24,RU,1675046769
269,lerik,38.7726,48.4128,-1.599999999999966,90,65,1.02,AZ,1675046770
270,axim,4.8699,-2.2405,25.810000000000002,88,38,2.49,GH,1675046770
271,huntsville,34.7304,-86.5861,10.990000000000009,96,100,5.81,US,1675046502
272,east london,-33.0153,27.9116,17.870000000000005,70,76,2.46,ZA,1675046771
273,waipawa,-41.4122,175.5153,23.260000000000048,63,100,1.41,NZ,1675046771
274,sitka,57.0531,-135.33,2.9399999999999977,75,75,1.54,US,1675046772
275,naze,28.3667,129.4833,13.510000000000048,52,39,6.12,JP,1675046772
276,surubim,-7.8331,-35.7547,21.700000000000045,89,21,2.82,BR,1675046773
277,cabo san lucas,22.8909,-109.9124,20.28000000000003,79,40,0.0,MX,1675046773
278,caravelas,-17.7125,-39.2481,23.760000000000048,87,2,1.93,BR,1675046774
279,puerto quijarro,-17.7833,-57.7667,22.670000000000016,96,71,1.12,BO,1675046774
280,imeni poliny osipenko,52.4201,136.4853,-26.70999999999998,90,94,3.73,RU,1675046775
281,kysyl-syr,63.8986,122.7617,-38.68999999999997,98,99,1.98,RU,1675046775
282,palana,59.1167,159.9667,-1.3700000000000045,70,96,8.34,RU,1675046775
283,champerico,14.3,-91.9167,25.730000000000018,68,10,2.95,GT,1675046776
284,garden city,42.3256,-83.331,-1.0499999999999545,74,100,4.12,US,1675046719
285,kolomna,55.0794,38.7783,-6.6299999999999955,92,97,4.42,RU,1675046776
286,sioux lookout,50.1001,-91.917,-24.95999999999998,77,0,1.54,CA,1675046549
